EmissionID;OrganisationName;Year;TotalEmissions;GasesIncluded;ChangeFromLastYear;ReasonForChange;Scope1;Scope2;Comments;GDP;GDPCurrency;YearOfGDP;GDPSource
112;City of Calgary;2016;18207232;CO2 CH4 N2O;Decreased;The community emissions decreased in 2015. This is likely due to a warm winter season as well as slower economic conditions in the city.;10448332;7758900;;93000000000;CAD Canadian Dollar;2015;http://www.calgary.ca/CA/fs/Documents/Corporate-Economics/Calgary-and-Region-Economic-Outlook/Calgary-and-Region-Economic-Outlook-2015-Spring.pdf
113;City of Boulder;2016;1721996;CO2 CH4 N2O;Other;Changed to US Community Protocol for 2012 inventory. Only 2005 was backcast using the new protocol. Technically, we increased a half of a percent (0.5%) from our 2005 baseline. However, not only was the baseline inventory backcast but data sources changed between the two inventories as well. The error margin straddles the 'no change' parameters.;741287;980709;;22354000000;USD US Dollar;2014;Bureau of Economic Analysis, Dept. of Commerce
114;City of Winnipeg;2016;5257325;CO2 CH4 N2O;Decreased;"Some waste fell outside of measurement scope.					
Decrease in natural gas consumption (reason unknown).";5167453;89872;;35000000000;CAD Canadian Dollar;2014;Economic Development Winnipeg
115;Cascais;2016;565382;CO2;Decreased;We have verified a decrease in fuel consumption between the mentioned time period.;565382;266221;;;;2014;
116;City of Sydney;2016;3556529;CO2 PFCs CH4 SF6 N2O NF3 HFCs;Decreased;City of Sydney emissions have decreased due to cleaning of the grid, increased network costs leading to greater awareness and behaviour change (indicating there is some price elasticity in electricity consumption), improved energy efficiency, uptake of solar PV installations and weather influences.;359064;3197465;;1,1E+11;AUD Australian Dollar;2015;City Strategic Research Unit
117;City of Arlington, VA;2016;2480700;CO2 CH4 N2O;Decreased;Total emissions have decreased since the 2014 accounting. Electricity emissions increased slightly over this time, while natural gas use fell.  We are exploring whether this shift is due to the weather, or perhaps also a fuel shift  from gas to electric heat pumps in large residential buildings (as with retrofits from central systems to individually-metered units).;1257464;1223236;;18871919000;USD US Dollar;2014;US Dept of Commerce Bureau of Economic Analysis
118;City of San Francisco;2016;5381687;CO2 CH4 N2O;Other;"Methology Change: There was an increase in the emission number from inventory years 2010 to 2012.  The shift to the BASIC GPC framework during 2015 included categories that were otherwise excluded or not calculated during previous CDP reporting years.  Rather than rectify previous years, especially under the new GPC BASIC categories in which historic data is largely unavailable, CDP/COM reports will include these categories moving forward. 					
							
However, to capture emission trends since 1990, the City will continue trending according to previously utilized ICLEI U.S. Community Protocol scopes in which case sectors such as Residential, Commercial/Industrial, Transportation (private, commercial, public/mass transit), Waste as well as Municipal emissions continues to decrease due to the City of San Francisco's progressive climate policies and commitment to implementing effective emission reduction strategies.";4186111;1131352;;89205219000;USD US Dollar;2015;Moody's Analytics and Bureau of Economic Analysis
119;City of Eugene;2016;1250000;CH4 N2O;Decreased;Reductions in vehicle miles travelled, reduced manufacturing locally, warmer winters.;1106250;137500;;;;;
120;Auckland Council;2016;10472155;CO2 CH4 N2O;Increased;There was a 0.9 per cent increase in emissions between 2009 and 2013. The emissions for 2009 were 10,857 ktCO2e (our last emissions inventory). The emissions for 2013 were 10,955 ktCO2e (our most recent emissions inventory). The main driver of the increase was the increased emissions from the industrial processes and product use sector. Over the same timeframe, the population increased by 5.0 per cent and the GDP increased by 8.4 per cent. Subsequently, the emissions intensity by population decreased from 7.6 to 7.3 tCO2e per capita. Similarly the emissions intensity by GDP decreased from 160 to 149 tCO2e per million $NZ (2009/2010 price). Overall, the emissions intensity has reduced and there is evidence that emissions are decoupling from population and economic growth.;9133523;1338632;;81186000;NZD New Zealand Dollar;2014;Statistics New Zealand
121;City of Hamilton;2016;16469283;CO2 CH4;Decreased;"In 2012 community emissions were estimated at 16,469,283 tonnes, a reduction of - 29% from 2006 emissions levels (estimated at 23,206,135 tonnes). These changes occurred due to the capturing of energy from methane emissions from the Glanbrook landfill, reduced energy demand and shifting of energy from coal as part of the Provinceâ€™s actions towards the phasing out of coal in Ontarioâ€™s energy mixture sources by 2014, a reduction in steel manufacturing, and changing commuting habits and locations of employment.						
							
Translated into per capita emissions, the Hamilton community has decreased its emissions by 26% from an estimated 46 tonnes CO2e/person in 2006 to an estimated 34 tonnes CO2e/person in 2011 while population has increased 3%.";6304593;10164690;;22228328;CAD Canadian Dollar;2014;The Conference Board of Canada â€“ Metropolitan Outlook 1: Winter 2015
122;Los Altos Hills;2016;57243;CO2;Decreased;From 2014 to 2015 our emissions decreased from 78,678 MT to 77,583 MT. This was primarily due to decreased VMT (data obtained from state agencies) and reductions in Heating Fuel use due to a milder winter.;47552;9691;;;;;
123;City of St Louis;2016;8703679.12;CO2 CH4 N2O HFCs;Decreased;The City has encouraged and facilitated numerous sustainability initiatives in the past several years;2481945.42;6153317.9;;1,499E+11;USD US Dollar;2014;https://www.stlouis-mo.gov/government/departments/budget/documents/upload/FY15-AOP-Summary-Overview-and-charts-S-1-to-S-82.pdf
124;Comune di Milano;2016;5976779;CO2;;"The most reliable comparison (for data completeness and coherence in the methodology ) can be made with reference to year 2005.							
CO2 emissions decreased as a whole							
 This is partially due to a decrease in the electricty national emission factor (due to better technologies and to the increasing quota of renewable energy sources ). Anyway if we calculate the emission inventory in 2005 and 2013 with the same electricity emission factor there is still a decrease in emissions							
Despite a litlle increase in population there was a reduction both in the bulding and in the mobility sector. Regarding buildings there was a progressive fuel switch from diesel oils to methane, more efficient boilers, an extension of the district heating service and a reduction in domestic electricity consumption.							
We registered also a decrease in traffic that together with the renovation of circulating vehicles generated a decrease of CO2 emissions in the mobility sector";3728678;2248100;;;;;
125;City of Yonkers;2016;1248650;CO2;Decreased;It is not clear but we assume that economic factors are the primary driver of the decrease.;982940;265710;;;;;
126;City of ReykjavÃ­k;2016;346630;CO2 CH4 N2O;Increased;Emissions from traffic has  increased by 2% since 2011. Estimation of GHG emissions from aviation, fishing and sailing have increased by 19% since 2011. The most significant part of the increase is in navigation (passenger, cargo and other ships).;346630;;;6248000000;ISK Iceland Krona;2015;http://www.statice.is/
127;Government of Hong Kong Special Administrative Region;2016;42700000;CO2 PFCs CH4 SF6 N2O NF3 HFCs;Increased;"Hong Kong's GHG emission recorded a small increase of 4.7% from 40.8 million tones CO2e in 2010 to 42.7 million tonnes CO2e in 2011, mainly due to (i) the increase in electricity generation to cope with GDP and population growth		
(ii) more use of coal for electricity generation to make up the shortfall in natural gas supply.";;;;3,1E+11;USD US Dollar;2015;Census and Statistics Department
128;AlcaldÃ­a Metropolitana de Caracas;2016;17774776;CO2 CH4 N2O;Increased;Emissions have increased slightly mainly due to the increase electricity consumption and waste generation due to population growth. Emissions from the transport sector practically have not increased, reflecting the limited increase of the automotive park in 2015.;14364103;3410672;;54000000000;;2015;Estimated from Venezuelan Central Bank figures
129;Town of Blacksburg;2016;383747.15;CO2 PFCs CH4 SF6 N2O NF3 HFCs;Other;We performed a GHG inventory in 2008, but we didn't utilize the ICLEI protocol at that time, so we cannot draw any definitive conclusions on our emissions trends between those two inventories.  However, we were able to backcast some of the data sets to glean some overall trends.  These indicate that between 2000 and 2009 we had increasing emissions from the following sectors: (commercial and transportation) and decreasing emissions in these sectors: (residential, industrial,  water & wastewater, other public sector, and solid waste), so overall it would appear that our community-wide emissions are trending in the right direction.;;;;;;;this information is not available at this geographic scale
130;City of Lahti;2016;685460;CO2 CH4 N2O;Decreased;Decreased from baseline year 1990. New waste gasification plant 2012 and collecting separate energy waste from citizens. Effective waste water treatment with collecting biogas before composting the sludge. Effective and energy-efficient waste and biowaste collection and treatment (new biogas plant 2014). Better energy effiency in buildings.;922120;123680;;6057000000;EUR Euro;2013;http://www.tilastokeskus.fi/tup/suoluk/suoluk_vaesto.html#bruttokansantuote
131;City of Yokohama;2016;21950000;CO2 PFCs CH4 SF6 N2O NF3 HFCs;Increased;after the Great East Japan Earthquake, the portion of thermal plant has been increased, emission coefficients in the power sector has been increased.;12572000;9378000;;1,04E+11;USD US Dollar;2012;The calculation of citizen economy in Yokohama, 2012, (issued in 2015)
132;City of Nagoya;2016;13420000;CO2 PFCs CH4 SF6 N2O NF3 HFCs;Decreased;å¸‚å†…ã«ãŠã‘ã‚‹ã‚¨ãƒãƒ«ã‚®ãƒ¼æ¶ˆè²»é‡ãŒæ¸›å°‘ã—ãŸã“ã¨ã«åŠ ãˆã¦ã€é›»æ°—äº‹æ¥­è€…ã®å–çµ„ã¿ã«ã‚ˆã£ã¦é›»åŠ›åŽŸå˜ä½ãŒæ”¹å–„ã—ãŸã“ã¨ãŒå¤§ããå½±éŸ¿ã—ã¦ã„ã‚‹ã€‚;7690000;5730000;;1,18471E+13;JPY Japanese yen;2012;æœ¬å¸‚çµ±è¨ˆ
133;City of Hiroshima;2016;8675437;CO2 PFCs CH4 SF6 N2O NF3 HFCs;;;;;;4,87463E+12;JPY Japanese yen;2012;å¸‚æ°‘çµŒæ¸ˆè¨ˆç®—
134;City of Adelaide;2016;486541;CO2 CH4 N2O;Decreased;Reduction in electricity consumption, a reduction in the greenhouse gas intensity of the state electricity grid and a change in methodology used for estimating transport inventories.;63724;422817;;18360000000;AUD Australian Dollar;2015;:  http://economy.id.com.au/adelaide
135;Bornova Municipality;2016;758627;;This is our first year of calculation;;;;;;;;
136;City of Benicia;2016;688706;CO2 PFCs CH4 SF6 N2O NF3 HFCs;Increased;In 2010, community-wide emissions with large industrial emitters had increased from 2005 by 24% while community-wide emissions without large industrial emitters increased by 41%.  There was a 5.6% increase in emissions (2000-2005, with large emitters).   When the baseline inventory was completed, the team predicted that by 2010, emissions (w/ large industrial emitters) would increase 9% from 2005 to 4.6 million metric tons.  If large emitters were still included, then the increase between 2005 and 2010 was only a 24% increase, 15% more than what was originally predicted.  However, for 2010, it was decided to exclude large emitters.  This means that increases in all other sectors have a greater impact on total emissions, i.e. the increase in transportation emissions has a much greater impact on overall emissions levels.   The roughly 35% increase between 2005 and 2010 could be due to a number of things including changes in reporting protocols, e.g. permitting requirements changed or the non-recession years outweighed the recession years.  It could also be that Benicia was not as hard hit by the recession as other communities and therefore, emissions didn't decrease. Again, educated guesses have been made as to what caused the increase.    Please note that vehicle miles travelled (VMT) grew between 2000 and 2010 by 62%, while emissions increased 95%.  The % of total emissions from transportation is within the Bay Area average. The Metropolitan Transportation Commission (MTC) calculates VMT using a proprietary software model. MTC inputs traffic counts, vehicle speeds, vehicle make and model, and fuel data into its software. In 2010, per the change in the modeling software, Benicia is now responsible for 50% of the trips that start elsewhere but end in Benicia and trips that start in Benicia but end elsewhere. This is calculated based on the number of people that exit or enter the highway in Benicia. Pass through VMT is not attributed to Benicia. Then, emissions are calculated by inputting VMT into the CACP software, which generates a GHG equivalent (MTCO2e). The increase in off road emissions is due to construction permit projections for buildings, which may have never been built. However, estimating off road emissions using construction permit data is the recommended calculation method per ICLEIâ€™s protocol and guidance.;;;;23000000;USD US Dollar;2014;Solano EDC http://www.solanocounty.com/depts/bos/working_to_create_jobs/economic_studies.asp
137;City of Detroit;2016;10329322;CO2 CH4 N2O;Stayed the same;This is the only inventory we have done.  The data has not been updated;;4809082;;1,86E+11;USD US Dollar;2010;BEA, BLS, Brookings
138;City of Paris;2016;5195663;CO2 PFCs CH4 SF6 N2O NF3 HFCs;Decreased;Thanks to Paris' climate change policy especially on sustainable mobility, social housing retrofitting, etc...;3359242;1836421;;1,53E+11;EUR Euro;2013;INSEE
139;Suwon City;2016;5775155;CO2 PFCs CH4 SF6 N2O NF3 HFCs;Increased;"Emissions increased 2.3% from last yearâ€™s emission total of 5,749,476 tons. 		
This rise was due to a short-term phenomenon of rising waste generation at factory sites within Suwon. However, aside from the waste treatment sector, other sectors saw no increase in their emission rates.";3670140;2710235;;1,24433E+13;;2012;Match statistics
140;Taoyuan City Hall;2016;30073752.26;CO2 PFCs CH4 SF6 N2O NF3 HFCs;Increased;"Our emission increased compare to year 2012, most due to the fact that business continues to grow in our city. 	
The emission of third rail and vehicle fuel increased by 3.2% and 1.35% in transportation sectors while the emission from IPPU and agriculture sectors increased 44.58% and 14.79% respectively. 							
Even so, the emission from residential and commercial buildings sector and waste sector decreased by 3.83% and 3.63% demonstrates that educational propaganda for energy conservation and carbon reduction works well in our city.";2686286.75;14505921.17;;5,296E+11;USD US Dollar;2014;World Bank
141;City of Ã†rÃ¸skÃ¸bing;2016;225;CO2;Decreased;More renewable energi.;;;;;;;
142;City of Lancaster, PA;2016;365763;CO2 CH4 N2O;This is our first year of calculation;;37918;214442;;;;;
143;City of Los Angeles;2016;29024807;CO2 CH4 N2O;Decreased;Two primary reasons for the slight reduction are reduction in GHG intensity of electricity system and increased fuel economy of light duty vehicles. From 1990, the decline of manufacturing withing LA city limits also contributed to the decline.;;9429688;;7,97697E+11;USD US Dollar;2014;US Dept of Commerce (LA Metro Area)
144;City of Portland, OR;2016;6974544;CO2 CH4 N2O;Decreased;;4610317;2364227;;1,63692E+11;USD US Dollar;2013;2013 GDP & personal income. U.S. Department of Commerce Bureau of Economic Analysis
145;City of Durban;2016;22587081;CO2 CH4 N2O;Increased;Due to better data collection and addressing data gaps.;11681810;10905271;;2308000000;ZAR South African Rand;2015;
146;EstÃ¢ncia TurÃ­stica de GuaratinguetÃ¡;2016;548195.98;CO2 CH4 N2O;This is our first year of calculation;;497.63;;;825170000;BRL Brazilian Real;2012;Seade
147;City of New Orleans;2016;4558575;CO2 CH4 N2O;This is our first year of calculation;;;2138684;;80278000000;USD US Dollar;2014;Bureau of Economic Analysis
148;Santiago de Cali;2016;4174608;CO2 CH4 N2O;;;;;;4540;;2012;DAPM
149;City of San Antonio;2016;15734762;CO2 CH4 N2O;;;7214051;8520711;;93198982910;USD US Dollar;2012;
150;City of Savannah;2016;3609546;CO2 CH4 N2O;This is our first year of calculation;;1203108;1228219;;15905000000;USD US Dollar;2014;Bureau of Economic Analysis:  http://www.bea.gov/iTable/iTable.cfm?reqid=70&step=1&isuri=1&acrdn=3#reqid=70&step=10&isuri=1&7003=200&7035=-1&7004=naics&7005=-1&7006=42340&7036=-1&7001=2200&7002=2&7090=70&7007=2014&7093=levels
151;City of Piedmont, CA;2016;43442;CO2 PFCs CH4 SF6 N2O NF3 HFCs;Decreased;They have decreased due to a decrease in electricity and gas usage usage in the residential sector as well an increased renewable-generated portfolio of electricity sources, specifically hydropower.;17876;25566;;3,604E+11;USD US Dollar;2013;San Francisco/Oakland/Hayward Metropolitan Area GDP: http://www.usmayors.org/metroeconomies/2013/201311-charts.pdf
152;City of West Hollywood;2016;583213;CO2;This is our first year of calculation;;;;;;;;
153;City of Pittsburgh;2016;4803046;CO2 CH4 N2O;Decreased;There has been significant variation in the way that data was collected an reported, and Pittsburgh had about 30,000 fewer residents in 2013 compared to 2003. Recalculating 2003 and 2008 inventories to compare to the 2013 inventory shows that emissions have decreased by about 4% since the 2008 inventory, but have still increased by 10% since 2003. Several exogenous factors reduced emissions - such as lower electricity emission factors due to a cleaner electric grid, and better fuel efficiency and lower tailpipe emission factors for cleaner vehicles. However, Pittsburgh did see reductions in the tonnage of solid waste sent to landfill and a reduction in vehicle miles traveled. The industrial sector used less electricity in 2013 than in 2003, and less natural gas in 2013 than in 2008. The commercial sector used less electricity in 2013 than in 2008, but used significantly more natural gas. The residential sector increased electricity use and substantially increased natural gas use. The increase in natural gas is likely due to improved data quality, but seems to also correlate to the rise of hydraulic fracturing in the region. Natural gas emissions increased almost three-fold since 2003.;2073556;2729490;;135662;USD US Dollar;2014;http://www.pittsburghtoday.org/view_GDP2.html
154;City of Alton, IL;2016;401079;CO2 CH4 N2O;This is our first year of calculation;;138542;262537;;;USD US Dollar;2015;N/A
155;City of Lake Forest, IL;2016;402364;CO2 CH4 N2O;This is our first year of calculation;;;;;;;;
156;City of Santa Monica;2016;705443;CO2 CH4 N2O;Decreased;State renewable portfolio standard, economic recession;302510;241253;;;;;
157;City of Austin;2016;13700000;"CO2 PFCs CH4	N2O";Decreased;Renewable energy in our electricity generation, energy efficiency, and fuel efficiency of the city wide vehicle fleet;6439000;7261000;;;;;
158;City of Somerville, MA;2016;586308;CO2 CH4 N2O;This is our first year of calculation;;461798;124510;;;;;
159;City of Tucson;2016;6659101;CO2 CH4 N2O;Decreased;More efficient practices plus the impact of the recession;2571089;4088012;;35717000;USD US Dollar;2014;U.S. Bureau of Economic Analysis
160;City of Okayama;2016;6916000;CO2 PFCs CH4 SF6 N2O NF3 HFCs;;;114000;6802000;;2066421;JPY Japanese yen;2015;å²¡å±±çœŒçµ±è¨ˆåˆ†æžèª²
161;Batangas City;2016;457288;CO2 CH4 N2O;;;344419;107239;;;PHP Philippine Peso;;
162;Greater Amman Municipality;2016;7215407;CO2 CH4 N2O;This is our first year of calculation;;3322603;3892804;;10697000000;JOD Jordanian Dinar;2014;Ministry of Energy and Mineral Resources
163;City of Brisbane, CA;2016;148025;CO2 CH4 N2O;Decreased;There was a 10% reduction between 2005 and 2010;;;;;;;
164;SantarÃ©m;2016;331717;CO2;;;245483;86235;;;;;
165;Torres Vedras Municipality;2016;260331;CO2;;;;;;;;;
166;Ayuntamiento de Madrid;2016;10257048;CO2 PFCs CH4 SF6 N2O NF3 HFCs;Decreased;"Indirect (Scope 2 + Scope 3) emissions decreased by 24,86% in 2013 in comparison to 2012, whereas electricity consumption decreased by 5,19 % in that period.		
This trend is explained by a decrease of 24,86 % in the electricity EF, as a result of the increasing penetration of renewable energy  in the national electricity mix.";6795577;3250803;;125948386;EUR Euro;2014;Contabilidad Municipal Trimestral. Ciudad de Madrid. Base 2010. Serie 2000-2015
167;Municipality of HjÃ¸rring;2016;417000;CO2;Decreased;"Collective supply: decrease in fuel consumption, especially from fossil fuels. Electricity production has decreased substantially.							
Industry: Large decrease in fuel consumption, especially from fossil fuels.";289000;128000;;19088026316;DKK Danish Krone;;http://www.danskbyggeri.dk/media/7648/regional-oversigt-over-bnp-i-kommunerne.pdf
168;Yilan County;2016;8180556.68;CO2 PFCs CH4 SF6 N2O HFCs;Stayed the same;;6911264.55;1269292.14;;;;;
169;Wellington City Council;2016;1084979;CO2 PFCs CH4 SF6 N2O HFCs;Decreased;The decrease in emissions we have experienced is largely due to reductions in emissions from stationary energy. This decrease is primarily from a reduction in demand, but also from the increasing proportion of renewable energy generated in New Zealand.;621179;171780;;18333000;NZD New Zealand Dollar;2015;Infometrics
170;City of Hayward;2016;1048704;CO2 CH4 N2O;Decreased;Comparing 2010 to 2015, energy emissions (natural gas and grid-supplied electricity) have decreased by 7%.;861854;186850;;;;;
171;City of Salvador;2016;3698964;"CO2 PFCs CH4	SF6 N2O NF3 HFCs";;;3242166;366395;;4745;;2012;IBGE
172;City of Aspen and Pitkin County;2016;394341;CO2 CH4 N2O;Decreased;"Aggregate emissions: -7.4% between 2004 and 2014.					
Res. Energy: +5%							
Comm. Energy: -26%							
Vehicles: - 13%							
Airport: +15%							
Waste:=2%";341208;136413;;566889555;USD US Dollar;2013;City of Aspen - Finance Dept (Liz Woods)
173;City of Durham;2016;4530469;CO2 CH4 N2O;Decreased;weather, changed the way we were calculating;1973070;2557399;;;;;
174;City of Windsor;2016;2475703;CO2 CH4 N2O;;"Community emissions have decreased by 382,134 tonnes between 2011 and 2014, and by 1,250,176 tonnes.					
							
The largest sources of declines were in Industrial emissions and Commercial and Institutional emissions, respectively, and can likely be credited in no small part to efficiency improvements and the Province's shuttering of goal generation in the grid electricity mix";2475703;6709;;12065940000;CAD Canadian Dollar;2014;City Economic Development Planning
175;Pingtung County Government;2016;4604805;CO2 CH4 N2O;Increased;The main increased department are energy, industry, and waste;37046834611;14354301004;;;;;
176;City of Hermosa Beach, CA;2016;126611;CO2 CH4 N2O;Decreased;;71580;3334;;;USD US Dollar;2015;
177;Comune di Udine;2016;613588;CO2;Stayed the same;respect to the baseline of 2006 the GHG emissions decreased of 4% in 2013;438005;175583;;;;;
178;Municipality of Porto Alegre;2016;2829128;CO2 PFCs CH4 SF6 N2O NF3 HFCs;;;;;;13798686254;BRL Brazilian Real;2010;Instituto Brasileiro de Geografia e EstatÃ­stica (IBGE)
179;City of Emeryville, CA;2016;167728;CO2 CH4 N2O;Decreased;;127138;40590;;;USD US Dollar;;
180;City of Leicester;2016;1719600;CO2;Decreased;DECC have attributed this to a shared increase across the UK due to the warmer average temperatures experienced in 2013 compared to 2012. Relatively high coal prices in 2013 led to a reduction in coal for electricity generation, which contributed to reduced emissions from the industrial/commercial and domestic sectors.;;;;10420059749;GBP Pound Sterling;2013;Regional Gross Value Added (Income Approach) NUTS3 Tables from Office for National Statistics
181;Village of Kadiovacik;2016;443.79;CO2;Decreased;Due to the energy saving training to the villagers;404.65;39.14;;10000;TRY New Turkish Lira;2016;Governental
182;City of Athens;2016;4711576;CO2 CH4 N2O;This is our first year of calculation;It is the first an inventory has been developed using the GPC Standard. Previous inventory did not use this methodology so the data cannot be compared.;1260355;3451221;;19951634580;EUR Euro;2013;www.statistics.gr
183;Gladsaxe Kommune;2016;362078;CO2 CH4 N2O;Decreased;Energy saving plans, Projects and goals. Expansion of district heating which provide Citizens and Companies with ecofriendly heating.;9924;214496;;35234000;DKK Danish Krone;2014;Statistic Denmark
184;City of Houston;2016;33428301;CO2 CH4 N2O;This is our first year of calculation;We are using the same inventory we submitted last year, and that was our first year conducting a community-wide GHG inventory using the ICLEI Community Protocol.;16075539;14511262;;5,174E+11;USD US Dollar;2014;https://www.houston.org/pdf/research/quickview/Employment-Forecast.pdf
185;City of Lagos;2016;29426266;CO2 CH4;Other;This is our baseline Emission inventory done in 2014. We did not do any inventory in 2015 , However we intend to commence as soon as possible.;29426266;;;1,366E+12;USD US Dollar;2016;www.lagosstate.gov.ng
186;City of Peterborough;2016;283061;CO2 CH4;;;;;;;;;
187;Distrito Metropolitano de Quito;2016;5233350;CO2 CH4 N2O;Decreased;The GHGs emissions in 2011, decreased in comparison to the 2007 projected GHGs emissions growth rate, particularly in the transport sector.;4653611;579739;;15100000000;USD US Dollar;2012;Ecuador Central Bank
188;Nelson Mandela Bay Municipality;2017;12232310;;Increased;We are gradually improving the accuracy of our data collection;2249502;9982808;;52147;ZAR     South African Rand;2010;Built Environment Performance Plan(BEPP)
189;Ayuntamiento de Madrid;2017;9236196;;Decreased;A decrease  of a 2,17 % in global emissions in 2014 in comparison to 2013, Although Scope 2 and 3 Emissions have been increased in a 4,86 %, Scope 1 emissions have been reduced in a 5,57 %;7069783;3408424;;1,29378E+11;EUR     Euro;2015;Contabilidad Municipal Trimestral. Ciudad de Madrid. Base 2010. Serie 2000-2015
190;New York City;2017;52042186;;Decreased;The most significant driver was a milder winter in 2015 versus 2014.;38962264;14343743;;1,55852E+12;USD     US Dollar;2015;http://www.brookings.edu/research/reports2/2015/01/22-global-metro-monitor
191;City of Denton, TX;2017;1604007;CO2 CH4 N2O;Decreased;"Overall Community GHGs have fallen 1% since 2002, with a 13% reduction since 2006. Generally we continue on a downward emissions trend, with a 1% reduction from 2011 to 2015. Community emissions per capita have also steadily dropped over time from 17.51 to 12.24 metric tons CO2e/person, a 30 % reduction, from 2002 to 2015. In addition, per capita emissions are 34% lower for Denton than for the U.S. average, in 2015 (World Bank). 							
									
The largest sources of community GHGs are from transportation (46%) and from residential (19%), commercial (10%), and industrial (18%) electricity consumption (together totaling 47% of Community GHGs). Emissions from the wastewater digester represent less than 1 % of total municipal GHGâ€™s.									
									
As with municipal operations, Community electricity related emissions have dropped by 26% from 2006, including a 3% drop from 2011 to 2015. This reduction is largely due to DME purchasing 40% wind electricity for all Denton customers beginning in 2009, and reducing purchases from coal produced electricity by 44% from 2011 to 2015.  It is important to note, that electricity related emissions from municipal operations dropped 11% from 2011 to 2015. In addition DME expanded itâ€™s free residential and small commercial energy audit program in 2008, and launched the GreenSense Energy Efficiency Rebate program for residential and small commercial customers in 2009.  The City created a Conservation Program Coordinator position in 2014 to enhance the audit and rebate program, and to develop increased public education about energy and water conservation. In addition, the City created a Bike and Pedestrian Coordinator position in 2015, to implement the Bike Plan adopted in February 2012. The Coordinators responsibilities include promoting bicycle and pedestrian infrastructure, education, and community events.";898681;759270;The one sector of tracking and reporting accurate emissions that we lack some confidence is Transportation because the figures are based on estimations from a regional council of governments.;;;;
192;Ville de Montreal;2017;10197555;;Decreased;"Agglomeration-wide GHG emissions were 25% lower in 2013 compared to 1990, the baseline year. This is due to a combination of factors including :									
									
#NAVN?									
#NAVN?									
#NAVN?									
									
									
Also, GHG emissions were 21 % lower in 2013 compared to 2009, the previous inventory, without factoring in methodological changes applied in 2013.";10729801;61912;;115412801;CAD     Canadian Dollar;2013;Institut de la statistique du QuÃ©bec
193;City of Burlington;2017;405385;CO2;Decreased;"Burlington continues to ""green"" its energy mix. With cleaner sources of energy supplying electricity to the grid, fewer emissions are being released.";405382;37305;This number is the total amount of emissions provided in our GHG emissions inventory and modeling workbook.;12700000;USD     US Dollar;2014;Bureau of Economic Analysis
194;Wellington City Council;2017;773061;;Decreased;The decrease in emissions we have experienced is largely due to reductions in emissions from stationary energy. This decrease is primarily from a reduction in demand, but also from the increasing proportion of renewable energy generated in New Zealand.;621179;171780;;18452000000;NZD     New Zealand Dollar;2015;Infometrics
195;City of Seattle;2017;3471000;CO2 CH4 SF6;Decreased;"The total amount of GHGs emitted from the core emissions sources has declined 6% between 2008 and 2014, from 3.7 to 3.5 million metric tons of CO2-equivalent (CO2e).  However, Seattleâ€™s population grew by 13% in the same period resulting in a per person decline in emissions of 17%.							
Road transportation has been the largest category of emissions since 1990. Total emissions in this sector increased between 1990 and 2008, however, they have been decreasing since 2008. Advances in vehicle technology, plus a trend towards fewer vehicle miles travelled per person, have led both to decreased absolute emissions from road transportation (down 2% since 2008) and decreased emissions per person (down 13% during this period).									
Between 2008 and 2014, building-related emissions declined as a result of lower overall building energy use, particularly for residential buildings, due to energy efficiency, more multi-family living, and especially by warmer weather that reduced winter heating needs.									
									
This decline, though modest, is more impressive considering Seattleâ€™s population and economy have grown considerably since 1990.  On a per resident basis, Seattleâ€™s emissions declined  22% per since 1990 and 6% since 2008.									
									
A number of factors led to emissions decreases that counteracted the effect of population and economic growth, especially (as already noted) the decrease in carbon intensity of Seattle City Lightâ€™s electricity, more efficient cars and trucks, and building efficiency (including smaller dwellings) and fuel switching.  Increased efficiency of air travel also contributed to a decrease in GHG emissions.";;;The level of uncertainty associated with the data is addressed in the source notes in each section. http://www.seattle.gov/Documents/Departments/OSE/ClimateDocs/2014GHG%20inventorySept2016.pdf;3,00827E+11;;2014;US Dept Commerce for Seattle-Tacoma-Bellevue region
196;Tainan City Government;2017;21458525;CO2 PFCs CH4 SF6 N2O NF3 HFCs;Decreased;First, the amounts of LPG and heavy oil from industry were decreased and some replace LPG and heavy oil as LNG.;8327944.05;13130580.47;;42492323490;USD     US Dollar;2016;National Statistics, ROC (Taiwan)
197;City of Rochester;2017;1800000;CO2 CH4 N2O;;;;;This GHG inventory was conducted by the Brendle Group, a Colorado-based environmental consulting firm.;43202;USD     US Dollar;2013;Open Data Network
198;City of Lahti;2017;717200;CO2 CH4 N2O;Decreased;Decreased from baseline year 1990. New waste gasification plant 2012 and collecting separate energy waste from citizens. Effective waste water treatment with collecting biogas before composting the sludge. Effective and energy-efficient waste and biowaste collection and treatment (new biogas plant 2014). Better energy effiency in buildings.;717200;157607;Energy production CHP, process power, wastes and waste water calculations quite high level of confidence. Traffic calculation is based on national LIISA model, not actual emissions. Separate heating, industrial machinery, agriculture and its energy use are not so high level of confidence, because information harder to find .and emission calculatios are based on statistics. Calculations are made with national tool called KASVENER (2007), but with updated GWP factors.;6225000000;EUR     Euro;2014;http://www.tilastokeskus.fi/tup/suoluk/suoluk_vaesto.html#maakuntienpinta-ala,vÃ¤estÃ¶jabruttokansantuote
